query,matching_paragraphs,num_matching_paragraphs,num_matching_docs,nonmatching_paragraphs,num_nonmatching_paragraphs,num_nonmatching_docs,label,overlap,par_balance,doc_balance
ar 638-34 army fatal incident family brief program,"['AR 638-34.pdf_1', 'AR 638-34.pdf_6', 'AR 638-34.pdf_8', 'AR 638-34.pdf_9', 'AR 638-34.pdf_14']",5,1,"['ARMY DIR 2019-34.pdf_6', 'AR 638-8.pdf_310', 'AR 25-55.pdf_109', 'PAM 638-8.pdf_43', 'ATP 1-0.2.pdf_112', 'ATP 1-0.2.pdf_33']",6,5,train,0,0.8333333333333334,0.2
ar 640-30 official army photographs,['AR 640-30.pdf_4'],1,1,"['AR 600-8-19.pdf_800', 'AR 25-1.pdf_207', 'AR 600-8-29.pdf_152', 'AR 600-8-29.pdf_38']",4,3,train,0,0.25,0.3333333333333333
ar 690-950-4 military intelligence civilian excepted career program,"['AR 690-950-4.pdf_6', 'AR 690-950-4.pdf_3', 'AR 690-950-4.pdf_9', 'AR 690-950-4.pdf_12']",4,1,"['AR 20-1.pdf_314', 'AR 25-55.pdf_115']",2,2,train,0,2.0,0.5
ar 70-77 program protection,['AR 70-77.pdf_3'],1,1,"['ARMY DIR 2019-29.pdf_146', 'AR 25-2.pdf_191', 'PAM 700-28.pdf_435', 'PAM 25-2-16.pdf_25']",4,4,train,0,0.25,0.25
ar 700-137 logistics civil augmentation program,['AR 700-137.pdf_4'],1,1,"['AR 700-147.pdf_120', 'TB MED 577.pdf_1055', 'AR 700-135.pdf_9', 'AR 700-135.pdf_8']",4,3,train,0,0.25,0.3333333333333333
ar 700-18 provisioning of u.s. army equipment,"['AR 700-18.pdf_4', 'AR 700-18.pdf_21']",2,1,"['AR 700-138.pdf_129', 'AR 700-127.pdf_283', 'AR 710-1.pdf_134', 'PAM 700-60.pdf_15', 'AR 750-1.pdf_653', 'AR 750-1.pdf_77', 'PAM 700-28.pdf_398', 'AR 750-10.pdf_108']",8,7,train,0,0.25,0.14285714285714285
"ar 700-82 joint regulation governing the use and application of uniform source, maintenance, and recoverability codes",['AR 700-82.pdf_4'],1,1,"['SECNAVINST 4410.23.pdf_1', 'SECNAVINST 4410.23.pdf_2', 'SECNAVINST 4410.23A.pdf_4', 'SECNAVINST 4410.23A.pdf_5']",4,2,train,0,0.25,0.5
ar 700-90 army industrial base process,"['AR 700-90.pdf_4', 'AR 700-90.pdf_189']",2,1,"['AR 700-138.pdf_129', 'AR 750-1.pdf_653', 'AR 70-1.pdf_181', 'AR 600-20.pdf_390', 'PAM 70-3.pdf_1077', 'PAM 70-3.pdf_71', 'AR 420-1.pdf_340', 'AR 525-27.pdf_281']",8,7,train,0,0.25,0.14285714285714285
ar 71-9 warfighting capabilities determination,"['AR 71-9.pdf_5', 'AR 71-9.pdf_3', 'AR 71-9.pdf_196']",3,1,"['TRADOC TP350-70-13.pdf_907', 'TRADOC TR71-20.pdf_427', 'TRADOC TR71-20.pdf_62', 'AR 115-10.pdf_55', 'TRADOC TR10-5-5.pdf_1606', 'AR 25-13.pdf_84', 'ARMY DIR 2022-07.pdf_26', 'ARMY DIR 2017-34.pdf_59', 'ARMY DIR 2017-34.pdf_29', 'TRADOC TR10-5.pdf_884', 'TRADOC TR10-5.pdf_929', 'AR 900-1.pdf_30']",12,9,train,0,0.25,0.1111111111111111
ar 710-1 centralized inventory management of the army supply system,"['AR 710-1.pdf_1', 'AR 710-1.pdf_169', 'AR 710-1.pdf_61', 'AR 710-1.pdf_18', 'AR 710-1.pdf_4']",5,1,"['ARMY DIR 2018-04.pdf_24', 'AR 740-26.pdf_57', 'AR 710-3.pdf_145', 'USAR REG 11-2.pdf_180', 'AR 700-138.pdf_131', 'PAM 700-127.pdf_325', 'AR 700-18.pdf_79', 'AR 700-116.pdf_7', 'AR 56-9.pdf_231', 'AR 770-2.pdf_67', 'CTA 50-900.pdf_60', 'PAM 708-2.pdf_1132', 'AR 710-2.pdf_188', 'AR 710-2.pdf_14', 'AR 710-2.pdf_13', 'AR 750-1.pdf_645', 'ATP 4-43.pdf_341', 'PAM 708-1.pdf_62', 'PAM 700-60.pdf_16', 'AR 5-13.pdf_94']",20,18,train,0,0.25,0.05555555555555555
ar 710-2 supply policy below the national level,"['AR 710-2.pdf_1', 'AR 710-2.pdf_12', 'AR 710-2.pdf_150', 'AR 710-2.pdf_170', 'AR 710-2.pdf_109']",5,1,"['ARMY DIR 2018-07-18.pdf_28', 'USAR PAM 710-2.pdf_274', 'AR 710-3.pdf_145', 'TRADOC TS1-201.pdf_151', 'STP 10-92Y12-SM-TG.pdf_4885', 'STP 10-92Y12-SM-TG.pdf_2782', 'STP 10-92Y12-SM-TG.pdf_2976', 'STP 10-92Y12-SM-TG.pdf_2277', 'STP 10-92Y12-SM-TG.pdf_1864', 'ATP 3-04.7.pdf_102', 'ATP 3-04.7.pdf_196', 'STP 10-92Y34-SM-TG.pdf_1600', 'STP 10-92Y34-SM-TG.pdf_122', 'STP 10-92Y34-SM-TG.pdf_525', 'STP 10-92Y34-SM-TG.pdf_1186', 'STP 10-92Y34-SM-TG.pdf_1499', 'PAM 770-2.pdf_85', 'TB MED 750-2.pdf_453', 'STP 10-92A34-SM-TG.pdf_1387', 'USAR REG 735-1.pdf_53']",20,11,train,0,0.25,0.09090909090909091
ar 710-3 inventory management asset and transaction reporting system,"['AR 710-3.pdf_6', 'AR 710-3.pdf_3']",2,1,"['AR 708-1.pdf_46', 'AR 740-26.pdf_57', 'AR 700-138.pdf_131', 'ARMY DIR 2018-04.pdf_26', 'USAR REG 11-2.pdf_161', 'STP 10-92A12-SM-TG.pdf_9727', 'AR 750-1.pdf_653', 'USAR REG 140-1.pdf_257']",8,8,train,0,0.25,0.125
ar 740-1 storage and supply activity operations,"['AR 740-1.pdf_1', 'AR 740-1.pdf_6', 'AR 740-1.pdf_46', 'AR 740-1.pdf_2', 'AR 740-1.pdf_25']",5,1,"['AR 740-26.pdf_57', 'TRADOC TR350-71.pdf_210', 'STP 10-92A34-SM-TG.pdf_1387', 'AR 700-28.pdf_136', 'AR 700-146.pdf_9', 'USAR REG 740-1.pdf_8', 'USAR REG 740-1.pdf_1', 'AR 700-138.pdf_131', 'AR 710-2.pdf_188', 'AR 710-2.pdf_104', 'AR 710-2.pdf_136', 'AR 40-61.pdf_68', 'AR 710-1.pdf_135', 'AR 702-16.pdf_7', 'TC 3-04.10.pdf_74', 'MCO 4450.8C.pdf_5', 'ATP 4-48.pdf_65', 'ATP 4-48.pdf_87', 'AR 700-4.pdf_37', 'PAM 742-1.pdf_263']",20,16,train,0,0.25,0.0625
army 2016-24 department of defense biological select agent and toxins biosafety program,"['ARMY DIR 2016-24.pdf_2', 'ARMY DIR 2016-24.pdf_14']",2,1,"['AR 385-10.pdf_3', 'AR 385-10.pdf_292', 'AR 190-17.pdf_4', 'AR 190-17.pdf_17']",4,2,train,0,0.5,0.5
army 2016-38 migration of army systems and applications to approved hosting environments and consolidation of data centers,"['ARMY DIR 2016-38.pdf_2', 'ARMY DIR 2016-38.pdf_10', 'ARMY DIR 2016-38.pdf_22']",3,1,"['AR 25-1.pdf_160', 'AR 25-1.pdf_202', 'PAM 25-1-1.pdf_285']",3,2,train,0,1.0,0.5
army 2017-05 secretary of the army policy for travel by department of the army senior officials,"['ARMY DIR 2017-05.pdf_2', 'ARMY DIR 2017-05.pdf_9']",2,1,"['ARMY DIR 2020-14.pdf_18', 'AR 95-1.pdf_188', 'AR 1-50.pdf_73']",3,3,train,0,0.6666666666666666,0.3333333333333333
army 2018-07-17 prioritizing efforts-readiness and lethality (update 17),"['ARMY DIR 2018-07-17.pdf_2', 'ARMY DIR 2018-07-17.pdf_15', 'ARMY DIR 2018-07-17.pdf_24', 'ARMY DIR 2018-07-17.pdf_32']",4,1,"['AR 600-85.pdf_5', 'ARMY DIR 2018-07-16.pdf_0', 'AR 600-20.pdf_8', 'AR 40-5.pdf_4']",4,4,train,0,1.0,0.25
army 2018-07-5 prioritizing efforts-readiness and lethality (update 5),"['ARMY DIR 2018-07-5.pdf_0', 'ARMY DIR 2018-07-5.pdf_1']",2,1,"['ARMY DIR 2018-07-1.pdf_0', 'ARMY DIR 2018-07-3.pdf_0', 'ARMY DIR 2018-07-2.pdf_0', 'ARMY DIR 2018-07-4.pdf_0', 'ARMY DIR 2018-07-9.pdf_0', 'ARMY DIR 2018-07-13.pdf_1', 'ARMY DIR 2018-07-13.pdf_2', 'AR 750-10.pdf_4']",8,7,train,0,0.25,0.14285714285714285
army 2018-26 enabling modernization through the management of intellectual property,"['ARMY DIR 2018-26.pdf_2', 'ARMY DIR 2018-26.pdf_8', 'ARMY DIR 2018-26.pdf_15']",3,1,"['ARMY DIR 2019-29.pdf_143', 'ARMY DIR 2019-29.pdf_48', 'AR 70-57.pdf_3']",3,2,train,0,1.0,0.5
army 2019-17 changes to the soldier and family readiness group program,"['ARMY DIR 2019-17.pdf_2', 'ARMY DIR 2019-17.pdf_17', 'ARMY DIR 2019-17.pdf_30', 'ARMY DIR 2019-17.pdf_38', 'ARMY DIR 2019-17.pdf_48']",5,1,['CNGBI 1800.02.pdf_170'],1,1,train,0,5.0,1.0
army 2020-11 roles and responsibilities for military installation operations,"['ARMY DIR 2020-11.pdf_6', 'ARMY DIR 2020-11.pdf_0', 'ARMY DIR 2020-11.pdf_5', 'ARMY DIR 2020-11.pdf_7', 'ARMY DIR 2020-11.pdf_3']",5,1,['ARMY DIR 2021-35.pdf_1'],1,1,train,0,5.0,1.0
army 2020-15 achieving persistent modernization,"['ARMY DIR 2020-15.pdf_7', 'ARMY DIR 2020-15.pdf_8', 'ARMY DIR 2020-15.pdf_0', 'ARMY DIR 2020-15.pdf_5', 'ARMY DIR 2020-15.pdf_2']",5,1,['ARMY DIR 2021-35.pdf_1'],1,1,train,0,5.0,1.0
atp 3-04.6 air traffic services operations,"['ATP 3-04.6.pdf_0', 'ATP 3-04.6.pdf_2', 'ATP 3-04.6.pdf_94', 'ATP 3-04.6.pdf_7', 'ATP 3-04.6.pdf_44']",5,1,"['TC 3-04.6.pdf_103', 'TC 3-04.6.pdf_66', 'TC 3-04.6.pdf_48', 'ATP 3-91.1.pdf_78']",4,2,train,0,1.25,0.5
"atp 3-11.41 multi-service tactics, techniques, and procedures for chemical, biological, radiological, and nuclear consequence management operations","['ATP 3-11.41.pdf_0', 'ATP 3-11.41.pdf_2', 'ATP 3-11.41.pdf_149']",3,1,"['MCBUL 5603.pdf_890', 'AFTTP 3-2.67.pdf_119', 'AFTTP 3-2.46.pdf_354', 'FM 3-11.pdf_118', 'ATP 3-28.1.pdf_119', 'ATP 3-11.74.pdf_255', 'ATP 4-02.7.pdf_279', 'ATP 3-90.40.pdf_63', 'ADRP 1-03.pdf_545', 'MCTP 10-10G.pdf_142', 'DAFTTP 3-2.83.pdf_124', 'ATP 5-0.2-1.pdf_457']",12,12,train,0,0.25,0.08333333333333333
atp 3-21.20 infantry battalion,"['ATP 3-21.20.pdf_0', 'ATP 3-21.20.pdf_105', 'ATP 3-21.20.pdf_9', 'ATP 3-21.20.pdf_10', 'ATP 3-21.20.pdf_2']",5,1,"['ATP 3-21.11.pdf_365', 'ATP 3-21.11.pdf_190', 'ATP 3-21.11.pdf_118', 'MCRP 3-10A.2.pdf_406', 'FM 1-02.2.pdf_49', 'FM 1-02.2.pdf_82', 'FM 1-02.2.pdf_308', 'FM 3-09.pdf_249', 'FM 3-96.pdf_20', 'FM 3-96.pdf_456', 'FM 3-96.pdf_21', 'FM 3-96.pdf_333', 'FM 3-96.pdf_356', 'ATP 4-02.4.pdf_431', 'ATP 4-02.4.pdf_489', 'FM 3-81.pdf_191', 'FM 3-81.pdf_57', 'ATP 3-34.22.pdf_135', 'ADP 3-90.pdf_123', 'FM 1-02.1.pdf_148']",20,10,train,0,0.25,0.1
"atp 3-28.1 multi-service tactics, techniques, and procedures for defense support of civil authorities (dsca)","['ATP 3-28.1.pdf_0', 'ATP 3-28.1.pdf_8', 'ATP 3-28.1.pdf_6', 'ATP 3-28.1.pdf_12', 'ATP 3-28.1.pdf_2']",5,1,"['AFTTP 3-2.67.pdf_0', 'AFTTP 3-2.67.pdf_8', 'AFTTP 3-2.67.pdf_6', 'AFTTP 3-2.67.pdf_12', 'AFTTP 3-2.67.pdf_2', 'MCRP 3-30.6.pdf_0', 'MCRP 3-30.6.pdf_8', 'MCRP 3-30.6.pdf_6', 'MCRP 3-30.6.pdf_12', 'MCRP 3-30.6.pdf_2', 'ATP 3-09.42.pdf_309', 'ADP 1-02.pdf_246', 'ATP 3-21.10.pdf_617', 'FM 3-96.pdf_456', 'ATP 3-21.20.pdf_590', 'FM 3-11.pdf_118', 'ATP 1-05.01.pdf_112', 'ATP 1-05.01.pdf_93', 'ATP 5-0.2-1.pdf_457', 'FM 1-02.1.pdf_148']",20,11,train,0,0.25,0.09090909090909091
atp 3-34.22 engineer operations--brigade combat team and below,"['ATP 3-34.22.pdf_0', 'ATP 3-34.22.pdf_2', 'ATP 3-34.22.pdf_5', 'ATP 3-34.22.pdf_135', 'ATP 3-34.22.pdf_8']",5,1,"['ATP 3-34.40.pdf_273', 'ATP 3-09.42.pdf_310', 'FM 3-96.pdf_456', 'ATP 3-90.1.pdf_200', 'MCWP 3-17.4.pdf_159', 'ATP 3-21.11.pdf_366', 'ATP 3-21.50.pdf_187', 'FM 3-34.pdf_133', 'ATP 3-21.91.pdf_309', 'ATP 5-0.2-1.pdf_414', 'ATP 5-0.2-1.pdf_457', 'ATP 3-20.96.pdf_162', 'ATP 3-20.97.pdf_232', 'MCRP 3-40D.13.pdf_179', 'ATP 3-21.8.pdf_823', 'FM 5-0.pdf_403', 'ATP 3-09.30.pdf_198', 'ATP 3-21.20.pdf_590']",18,17,train,0,0.2777777777777778,0.058823529411764705
atp 3-35.1 army pre-positioned operations,"['ATP 3-35.1.pdf_0', 'ATP 3-35.1.pdf_2', 'ATP 3-35.1.pdf_4', 'ATP 3-35.1.pdf_6', 'ATP 3-35.1.pdf_44']",5,1,"['ATP 4-15.pdf_123', 'ATP 4-15.pdf_38', 'FM 3-0.pdf_368', 'FM 3-0.pdf_167', 'FM 4-01.pdf_112', 'ADP 4-0.pdf_56', 'ADP 4-0.pdf_78', 'ADP 4-0.pdf_55', 'ATP 4-98.pdf_36', 'ATP 4-98.pdf_10', 'FM 3-96.pdf_457', 'FM 3-96.pdf_66', 'FM 4-0.pdf_342', 'FM 4-0.pdf_110', 'ATP 4-91.pdf_87', 'ATP 4-93.1.pdf_81', 'ATP 4-93.1.pdf_17', 'ATP 3-04.7.pdf_196', 'ATP 4-42.pdf_285', 'ATP 4-42.pdf_18']",20,11,train,0,0.25,0.09090909090909091
atp 3-39.20 police intelligence operations,"['ATP 3-39.20.pdf_0', 'ATP 3-39.20.pdf_2', 'ATP 3-39.20.pdf_7', 'ATP 3-39.20.pdf_6', 'ATP 3-39.20.pdf_208']",5,1,"['ATP 3-39.10.pdf_279', 'ATP 3-39.10.pdf_472', 'ATP 3-39.10.pdf_119', 'ATP 3-39.10.pdf_120', 'ATP 3-39.10.pdf_62', 'ATP 3-39.30.pdf_174', 'ATP 3-39.30.pdf_32', 'ATP 3-39.30.pdf_151', 'ATP 3-39.30.pdf_8', 'ATP 3-39.30.pdf_34', 'ADRP 1-03.pdf_545', 'ADRP 1-03.pdf_105', 'ADRP 1-03.pdf_102', 'ADRP 1-03.pdf_104', 'ADRP 1-03.pdf_103', 'MCWP 3-02.pdf_328', 'ATP 2-33.4.pdf_165', 'ATP 2-33.4.pdf_84', 'MCTP 12-10B.pdf_123', 'MCTP 12-10B.pdf_55']",20,6,train,0,0.25,0.16666666666666666
atp 3-57.50 civil affairs civil information management,"['ATP 3-57.50.pdf_157', 'ATP 3-57.50.pdf_171', 'ATP 3-57.50.pdf_145', 'ATP 3-57.50.pdf_165', 'ATP 3-57.50.pdf_210']",5,1,"['FM 3-57.pdf_149', 'ATP 5-0.6.pdf_58', 'TC 3-57.51.pdf_49', 'TC 3-57.51.pdf_7', 'GTA 41-01-001.pdf_49', 'PAM 600-25.pdf_87', 'ATP 3-55.4.pdf_92', 'TC 2-91.4.pdf_67', 'TC 2-91.4.pdf_100', 'FM 1-02.1.pdf_149', 'ATP 5-0.2-1.pdf_412', 'ATP 5-0.2-1.pdf_457', 'ADP 1-02.pdf_246', 'ATP 3-07.6.pdf_76', 'ATP 3-07.6.pdf_56']",15,11,train,0,0.3333333333333333,0.09090909090909091
atp 3-91 division operations,"['ATP 3-91.pdf_0', 'ATP 3-91.pdf_15', 'ATP 3-91.pdf_14', 'ATP 3-91.pdf_12', 'ATP 3-91.pdf_4']",5,1,"['ADP 3-90.pdf_123', 'ADP 3-90.pdf_94', 'ATP 4-91.pdf_75', 'ATP 4-91.pdf_86', 'FM 3-09.pdf_250', 'FM 3-09.pdf_146', 'ADRP 1-03.pdf_546', 'FM 3-81.pdf_191', 'FM 3-81.pdf_93', 'ATP 3-91.1.pdf_78', 'FM 3-96.pdf_457', 'FM 3-96.pdf_18', 'FM 3-96.pdf_53', 'FM 3-96.pdf_351', 'FM 3-96.pdf_340', 'TC 2-19.01.pdf_308', 'ATP 3-21.50.pdf_187', 'FM 1-02.1.pdf_150', 'ATP 4-48.pdf_90', 'FM 1-02.2.pdf_187']",20,12,train,0,0.25,0.08333333333333333
atp 3-93,"['ATP 3-93.pdf_20', 'ATP 3-93.pdf_84', 'ATP 3-93.pdf_51', 'ATP 3-93.pdf_0', 'ATP 3-93.pdf_6']",5,1,"['ATP 3-96.1.pdf_180', 'ATP 3-96.1.pdf_176', 'ATP 3-96.1.pdf_72', 'ATP 3-96.1.pdf_162', 'ATP 3-96.1.pdf_110', 'ATP 3-09.42.pdf_310', 'ATP 3-09.42.pdf_103', 'ATP 3-09.42.pdf_15', 'ATP 3-09.42.pdf_116', 'ATP 3-09.42.pdf_76', 'ATP 3-39.10.pdf_97', 'ATP 3-39.10.pdf_163', 'ATP 3-39.10.pdf_261', 'ATP 2-01.3.pdf_273', 'ATP 4-16.pdf_104', 'ATP 4-16.pdf_19', 'TC 4-93.pdf_45', 'TC 4-93.5.pdf_83', 'FM 3-09.pdf_250', 'FM 3-09.pdf_29']",20,8,train,0,0.25,0.125
atp 3-93 theater army operations,"['ATP 3-93.pdf_8', 'ATP 3-93.pdf_0', 'ATP 3-93.pdf_6', 'ATP 3-93.pdf_84', 'ATP 3-93.pdf_2']",5,1,"['ATP 4-0.1.pdf_81', 'ATP 4-0.1.pdf_37', 'FM 3-0.pdf_368', 'FM 3-0.pdf_369', 'FM 3-0.pdf_150', 'FM 3-0.pdf_78', 'FM 3-0.pdf_168', 'ATP 6-02.45.pdf_66', 'ATP 6-02.45.pdf_20', 'ATP 3-94.1.pdf_81', 'ATP 3-94.1.pdf_6', 'FM 3-22.pdf_249', 'TRADOC TP525-3-8.pdf_471', 'ATP 4-16.pdf_104', 'ATP 4-16.pdf_19', 'ATP 6-02.71.pdf_60', 'FM 6-02.pdf_207', 'FM 6-02.pdf_56', 'FM 3-94.pdf_209', 'FM 3-94.pdf_82']",20,10,train,0,0.25,0.1
"atp 4-02.7 multi-service tactics, techniques, and procedures for health service support in a chemical, biological, radiological, and nuclear environment","['ATP 4-02.7.pdf_0', 'ATP 4-02.7.pdf_2', 'ATP 4-02.7.pdf_7']",3,1,"['ATP 3-11.41.pdf_149', 'TB MED 298.pdf_662', 'MCRP 4-11.1C.pdf_500', 'AFTTP 3-2.46.pdf_354', 'ATP 4-02.85.pdf_1043', 'ATP 3-11.74.pdf_255', 'ATP 3-90.40.pdf_63', 'MCRP 3-40A.3.pdf_149', 'ATP 4-02.42.pdf_335', 'AFTTP 3-2.67.pdf_119', 'AFTTP 3-2.67.pdf_67', 'ATP 4-02.2.pdf_116']",12,11,train,0,0.25,0.09090909090909091
atp 4-35 munitions operations and distribution techniques,"['ATP 4-35.pdf_0', 'ATP 4-35.pdf_104', 'ATP 4-35.pdf_24', 'ATP 4-35.pdf_44', 'ATP 4-35.pdf_23']",5,1,"['ATP 4-35.1.pdf_75', 'ATP 4-35.1.pdf_10', 'FM 4-0.pdf_342', 'FM 4-0.pdf_78', 'FM 1-02.1.pdf_151', 'TC 4-93.pdf_45', 'ATP 4-93.1.pdf_81', 'ATP 4-93.1.pdf_67', 'ADRP 1-03.pdf_546', 'ATP 4-90.pdf_144', 'ATP 4-90.pdf_62', 'TC 4-93.3.pdf_38', 'TC 4-93.5.pdf_83', 'ATP 3-34.40.pdf_273', 'ADP 1-02.pdf_248', 'MCTP 3-40D.pdf_281', 'FM 1-02.2.pdf_308', 'ATP 4-93.pdf_87', 'ATP 4-93.pdf_38', 'ATP 3-20.98.pdf_407']",20,15,train,0,0.25,0.06666666666666667
atp 4-46 contingency fatality operations,"['ATP 4-46.pdf_0', 'ATP 4-46.pdf_9', 'ATP 4-46.pdf_7', 'ATP 4-46.pdf_3', 'ATP 4-46.pdf_15']",5,1,"['FM 4-0.pdf_343', 'ADP 4-0.pdf_78', 'ADP 4-0.pdf_18', 'ATP 4-90.pdf_144', 'ATP 4-93.1.pdf_81', 'ATP 4-93.1.pdf_67', 'FM 3-96.pdf_458', 'FM 3-11.pdf_117', 'ATP 3-90.97.pdf_146', 'ATP 3-90.97.pdf_66', 'ATP 3-90.40.pdf_62', 'ATP 3-90.40.pdf_44', 'ATP 3-04.13.pdf_48', 'ATP 4-90.5.pdf_118', 'ATP 5-0.2-1.pdf_458', 'ADRP 1-03.pdf_546', 'ATP 4-42.pdf_286', 'ATP 4-42.pdf_160', 'FM 1-02.2.pdf_309', 'PAM 525-27.pdf_1547']",20,15,train,0,0.25,0.06666666666666667
atp 5-0.1 army design methodology,"['ATP 5-0.1.pdf_0', 'ATP 5-0.1.pdf_2', 'ATP 5-0.1.pdf_4', 'ATP 5-0.1.pdf_10', 'ATP 5-0.1.pdf_6']",5,1,"['TRADOC TP525-3-3.pdf_303', 'TRADOC TP525-3-3.pdf_1072', 'FM 5-0.pdf_72', 'FM 5-0.pdf_404', 'FM 5-0.pdf_94', 'FM 5-0.pdf_14', 'FM 5-0.pdf_75', 'ATP 6-22.6.pdf_60', 'ADP 3-0.pdf_53', 'ADP 3-0.pdf_94', 'ADP 5-0.pdf_108', 'ADP 5-0.pdf_4', 'ADP 5-0.pdf_44', 'ADP 5-0.pdf_6', 'TC 2-19.01.pdf_308', 'ADP 1-02.pdf_248', 'FM 1-02.1.pdf_151', 'FM 1-02.1.pdf_13', 'ATP 3-13.5.pdf_92', 'ATP 3-13.5.pdf_36']",20,9,train,0,0.25,0.1111111111111111
atp 6-01.1 techniques for effective knowledge management,"['ATP 6-01.1.pdf_0', 'ATP 6-01.1.pdf_2', 'ATP 6-01.1.pdf_8', 'ATP 6-01.1.pdf_27', 'ATP 6-01.1.pdf_193']",5,1,"['FM 6-0.pdf_228', 'ADP 6-0.pdf_131', 'TRADOC TP525-3-3.pdf_304', 'NAVMC 3500.100C.pdf_904', 'NAVMC 3500.100C.pdf_735', 'NAVMC 3500.100C.pdf_1048', 'FM 3-96.pdf_458', 'TC 6-0.2.pdf_265', 'TC 6-0.2.pdf_172', 'TC 6-0.2.pdf_300', 'TC 6-0.2.pdf_81', 'TC 6-0.2.pdf_70', 'ATP 3-96.1.pdf_180', 'FM 5-0.pdf_404', 'FM 5-0.pdf_388', 'FM 3-94.pdf_209', 'TC 6-0.pdf_79', 'FM 1-02.1.pdf_151', 'FM 6-02.pdf_207', 'TC 2-19.01.pdf_308']",20,13,train,0,0.25,0.07692307692307693
atp 6-02.60 tactical networking techniques for corps and below,"['ATP 6-02.60.pdf_0', 'ATP 6-02.60.pdf_2', 'ATP 6-02.60.pdf_6']",3,1,"['ATP 6-02.53.pdf_229', 'FM 5-0.pdf_404', 'FM 3-96.pdf_458', 'ATP 6-02.2.pdf_157', 'ATP 6-02.54.pdf_106', 'ATP 6-02.12.pdf_177', 'FM 6-02.pdf_207', 'ATP 3-90.5.pdf_344', 'FM 1-02.1.pdf_151', 'ATP 3-34.22.pdf_135', 'ATP 3-34.22.pdf_39']",11,10,train,0,0.2727272727272727,0.1
benefits eligibility,"['DHA Procedural Instructions 6010.01.pdf_11', 'DHA Procedural Instructions 6010.01.pdf_131', 'DHA Procedural Instructions 6010.01.pdf_169', 'DHA Procedural Instructions 6010.01.pdf_322', 'DHA Procedural Instructions 6010.01.pdf_467']",5,1,"['MCO 1560R.30B.pdf_11', 'MCO 1560R.30B.pdf_0', 'MCO 1560R.30B.pdf_5', 'MCO 1560R.30B.pdf_12', 'MCO 1560R.30B.pdf_3', 'MILPERSMAN 1780-011.pdf_2', 'S. 1772 IS 117th.pdf_5', 'S. 1772 IS 117th.pdf_15', 'H.R. 5264 IH 117th.pdf_0', 'H.R 357 IH 117th.pdf_0', 'DoDI 1400.25 Volume 1704.pdf_24', 'DoDI 1400.25 Volume 1704.pdf_34', 'DoDI 1400.25 Volume 1704.pdf_11', 'DoDI 1400.25 Volume 1704.pdf_68', 'DoDI 1400.25 Volume 1704.pdf_69', 'CI 1900.2A.pdf_323', 'CI 1900.2A.pdf_320', 'CI 1900.2A.pdf_25', 'CI 1900.2A.pdf_269', 'CI 1900.2A.pdf_322']",20,7,train,0,0.25,0.14285714285714285
bumedinst 6110.14 documenting and reporting individual medical readiness data,"['BUMEDINST 6110.14.pdf_8', 'BUMEDINST 6110.14.pdf_32', 'BUMEDINST 6110.14.pdf_33', 'BUMEDINST 6110.14.pdf_34', 'BUMEDINST 6110.14.pdf_35']",5,1,['NAVADMIN 129_20.txt_5'],1,1,train,0,5.0,1.0
bupersinst 1610.10f navy performance evaluation system,"['BUPERSINST 1610.10F.pdf_27', 'BUPERSINST 1610.10F.pdf_5', 'BUPERSINST 1610.10F.pdf_0', 'BUPERSINST 1610.10F.pdf_35', 'BUPERSINST 1610.10F.pdf_375']",5,1,"['NAVADMIN 039_22.txt_4', 'BUMEDNOTE 1412.pdf_31', 'NAVADMIN 272_21.txt_5', 'NAVADMIN 267_21.txt_6', 'NAVADMIN 004_22.txt_4', 'NAVADMIN 255_21.txt_0']",6,6,train,0,0.8333333333333334,0.16666666666666666
bupersinst 5510.61d bureau of naval personnel command security program,"['BUPERSINST 5510.61D.pdf_1', 'BUPERSINST 5510.61D.pdf_2', 'BUPERSINST 5510.61D.pdf_10']",3,1,"['BUPERSINST 5510.61D w_CH1.pdf_1', 'BUPERSINST 5510.61D w_CH1.pdf_2', 'BUPERSINST 5510.61D w_CH1.pdf_10', 'BUPERSINST 5510.61D CH1.pdf_0']",4,2,train,0,0.75,0.5
bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,"['BUPERSINST 1640.20B.pdf_0', 'BUPERSINST 1640.20B.pdf_5', 'BUPERSINST 1640.20B.pdf_2']",3,1,"['BUPERSINST 1640.20B-CH-1.pdf_0', 'BUPERSINST 1640.20B-CH-1.pdf_5', 'BUPERSINST 1640.20B-CH-1.pdf_2', 'BUPERSINST 1640.20B CH-1.pdf_0', 'BUPERSINST 1640.20B CH-1.pdf_5', 'BUPERSINST 1640.20B CH-1.pdf_2']",6,2,train,0,0.5,0.5
cfetp 2a6x4 aircraft fuel systems,"['CFETP 2A6X4.pdf_17', 'CFETP 2A6X4.pdf_225']",2,1,['CFETP 2A6X4C1.pdf_6'],1,1,train,0,2.0,1.0
cfetp 35b band officer career field,['CFETP 35B.pdf_59'],1,1,['AFI 35-110.pdf_87'],1,1,train,0,1.0,1.0
